text,label
What did you want to be when you grew up...and what are you doing now?,Society & Culture
How is a credit score calculated?,Business & Finance
why do they sterilize the needle before a leathle injection???????????,Politics & Government
Which airplane is currently the fastest and what is its top speed?,Science & Mathematics
How To Get Rich with in 5Years ?,Business & Finance
"my husband and I both have yahoo mail but when I e-mail him, it states fatal error. What am I doing wrong?",Computers & Internet
Are there any movies where the aliens win?,Entertainment & Music
"where can you pop fireworks,like in what city?",Business & Finance
which do you chose prices or the quality when chossing a thing?,Business & Finance
Why do people bother with New Year's resolutions?,Society & Culture
How do you get a guy to understand that you don't want to go out with him?,Family & Relationships
"do retarded people get offended when we make fun of them, or don't they know the difference?",Society & Culture
Is it against the law (an invasion of privacy) for a hotel to ask for a guest's mailing address?,Politics & Government
"Why, if so many people are unplease with it, don't you do something to change the Government?",Politics & Government
can the pat stop the colts in the playoff?,Sports
How important is a degree?,Education & Reference
English Tutor assistance required in Bangalore?,Education & Reference
"What do you think of a guy who met a girl, had sex same night, for 9 nights, then wants to marry her?",Society & Culture
"LIMEWIRE? BEAR SHARE? ANY OTHERS? HELP ME PICK A GOOD PROGRAM FOR DOWNLOADING MUSIC, MOVIES, AND GAMES!?",Computers & Internet
I was born on May 22 (11:45PM). Am I a Gemini or a Taurus?,Entertainment & Music
"I cannot get a good ""medium"" font for MY YAHOO. Going to their 'Help' page hasn't helped. The font is too larg",Computers & Internet
why do i get rashes on my neck during my periods?,Health
is kazza gold membership at .94 per month a real deal or not?,Entertainment & Music
Why does nascar call grand national cars stock cars?,Sports
kasper sky anti virus?,Computers & Internet
how do you know if someone is cheating?,Family & Relationships
i want to learn japanese so i will go to a course in summer but until to summer what can ı do by myself?,Education & Reference
"I have oily skin and everytime that I get a pimple, it leaves a dark spot. How can I removed them?",Health
what is the statute of limitation on arrest warrants in virginia?,Politics & Government
Can u find me the location of Sgt. Marlon D. Simpkins?,Politics & Government
why would a heart attack patient cut his sternum wires out of chest?,Health
"What is a good, free website that I can learn PHP coding and scripting from?",Computers & Internet
Where can I get a sound file of the Beetlejuice Song by Beetle and by Staind? Go Howard!!?,Entertainment & Music
"How can I get links to/access illegal underground ""topsites"" or ""networks"" like ""anathema"" ?",Computers & Internet
"Whats better, the color blue or red?",Business & Finance
what did everyone get for christmas?,Business & Finance
How do you draw up a professional contract without an attorney?,Business & Finance
is christmas really  holiday made up by the catholics?,Business & Finance
How much money should I have saved by the age of 24?,Business & Finance
Did God have a beginning?,Society & Culture
are cigars as addicting as cigarettes?,Health
if the hymolicaduflop doesnt pajiburate with the dubiator then what does?,Business & Finance
how well is the string theoryin cosmology holdind up?,Science & Mathematics
how to become a basketball expert?,Sports
"what does it mean ""to stem""?",Society & Culture
Does anyone know anything on John A Mcdonald?,Education & Reference
What to do about liking a girl that in the past liked you back but you still haven't gotten over her?,Family & Relationships
is there's a possibility for me to cancel my new passport as I already saw my old passport?,Politics & Government
Is there any difference between religion and culture? How many people actulaly choose their religion?,Society & Culture
"i want a design a website, what is the best program to do so ?",Computers & Internet
Work at home with computers?,Computers & Internet
what  is  safe  sex?,Health
why are cuss words bad?,Business & Finance
How many people here use Mozilla Firefox?,Computers & Internet
what's the meaning of The Public Sector?,Politics & Government
What is the atomic weight of cobolt?,Science & Mathematics
Could Oprah Winfrey successfully run for the President of the United States?,Politics & Government
what is the square route of 15?,Education & Reference
Getting around School Blocked sites?,Computers & Internet
what are the variables that determine human and animal responses psychologically?,Education & Reference
what is VHDL?Why do we use?,Science & Mathematics
What are the legal laws for suspending an employee?,Politics & Government
In England L8.00 equals how many American dollars?,Business & Finance
why hitler hates the jews?,Education & Reference
who are you?,Business & Finance
How can I teach my son to hit a baseball?,Sports
How do u delete a history of searches?,Computers & Internet
What's the best kind of shampoo for people who have curly hair and want to change it to straight hair?,Business & Finance
May I sell my x-husbands car in lieu of the money he owes me? I hold the title.?,Business & Finance
Where can you find good chemistry information?,Science & Mathematics
What the capital of Maine?,Business & Finance
Who buys the wedding attendants giftss?,Society & Culture
How many bits is 1megabyte?,Computers & Internet
What do (did) you want to be when you grow (grew) up?,Business & Finance
why do men have a facination with threesomes 2 women 1 man?,Family & Relationships
what is the best way to loose weight?,Health
how do you pierce your own belly-button?,Business & Finance
how many popes have there been since the beginning of the catholic church?,Society & Culture
What is the most useful language when dealing in International Business?,Business & Finance
How do the stones used to build pyramids stick together?,Science & Mathematics
How is ice formed?,Science & Mathematics
why mercy killing can't becomes legal?,Politics & Government
Where can I learn how to speak Polish?,Society & Culture
What are your favorite widgets of the moment?,Computers & Internet
Why is it always warm in southern california?,Science & Mathematics
what is the best soccer team in italy?,Sports
What is the meaning of life?,Society & Culture
Wich golf balls you think are the best?,Sports
can you find old instant messages from aim?,Computers & Internet
I am worried that my 11 year old son is having relations with himself? Should I be concerned?,Health
How to legally mail a weapon?,Politics & Government
"If people from Poland are called Poles, why aren't people from Holland called Holes?",Business & Finance
who were females that were close to leonardo da vinci ?,Education & Reference
"Can this human-kind of ours, live in happy communion without the bigotry of all religions of the world?",Society & Culture
How often do you intentinally start a fight just so you can have angry make-up sex?,Family & Relationships
"Do mothers that breastfeed lose their ""baby weight"" faster than mothers that switch their babies to formula?",Health
"WHAT DO YOU DO WHEN YOU REALLY LIKE A GUY, BUT HE HAS A GIRLFRIEND EVEN THOUGH HE DOESNT REALLY LIKE HER?",Family & Relationships
will the NYY win the world series?,Sports
"What is the best shopping centre in Melbourne, Victoria, Australia?",Society & Culture
how to earn from home by data feeding in computors?,Computers & Internet
where do i go to get a letter signed by the president for veterns? I want to order one for my dad for christma,Politics & Government
"What does ""blood lunch"" mean?",Society & Culture
GMail bookmarks?,Computers & Internet
"What came first, the chicken or the egg?",Science & Mathematics
What`s round on both sides and high in the middle?,Business & Finance
does anyone have specs for a ms 7207 motherboard ?,Computers & Internet
How much notice should you give a landlord before moving out?,Business & Finance
what's the purpose of life?,Society & Culture
where is romania ?,Society & Culture
"Though Electron affinity of gold is high,it is not reactive.Why?",Science & Mathematics
"What are these points for? The ones that we earn by asking , answering and rating questions?",Business & Finance
How was your name chosen for you?  Have you changed your name to something that you identify to?  Why?,Business & Finance
whats an emo kid??n where did dat came from?,Business & Finance
Marriage Obligations...?,Society & Culture
how can  you get aids/hiv?,Health
What did Walter Payton die from?,Sports
What does this mantra mean:  HareKrsna HareKrsna KrsnaKrsna Hare Hare Hare Rama Hare Rama Rama Rama Hare Hare?,Business & Finance
what is japan like?,Entertainment & Music
How many layers of deodorant do you usually put on?,Health
Is it legal for an employer to dock 30 minutes from your pay for being 1 minute late?,Politics & Government
"what is the tv show lost suppose to be about tonight,, is it a rerun or new.?",Business & Finance
How do keymakers avoid making the same key in two different places?,Business & Finance
How to earn an extra 600 dollars a month?,Business & Finance
how come Track and field isn't a sports category?! :'(?,Sports
my age 30 and I cant make relation with girles?,Family & Relationships
The world is going to end?,Society & Culture
will i stay with the bf i have now?,Family & Relationships
"What ""slogan"" is Droopy the Dog known for? I thought it might be ""Wowsy, wowsy, woo woo"", but maybe not.",Entertainment & Music
Pro and Cons of turning OFF System Restore?,Computers & Internet
how does Sir Hans Krebs dress?,Science & Mathematics
What did/do you want to be when you grew/grow up???,Business & Finance
i am white. i would really like to no how to jump a little bit higher?,Sports
how do I prevent my ringtones from being  freely and unlimitedly distributed by unauthorized persons?,Computers & Internet
How to develop VOIP application in Java ?,Computers & Internet
How hard is it to go from USAR in NC to USAR in SC changing the MOS?,Politics & Government
how do computer networks work?,Computers & Internet
How can you tell if somebody you know is good or bad?,Society & Culture
"if our senses are just electrical signals sent to the brain, and can be manipulated, then what is reality?",Society & Culture
Is tim burton planning on making charlie and the great glass elevator?,Entertainment & Music
Where can I get texts of different songs of different artists?,Entertainment & Music
Misuse of English language - does it bother you?,Education & Reference
How would you throw away a garbage can ?,Business & Finance
What do you think about capital punishment?,Politics & Government
"Is ""March of the Penguins"" good enough for a birthday gift?",Entertainment & Music
What Ed Wood Jr. sci-fi schlockfest features the immortal line: “All of you Earth-are idiots!”?,Entertainment & Music
Has anyone has success on Effexor XR?,Health
"What's the oriiginal meaning of "" AMERICA"" ?",Education & Reference
Why is there so many Holidays for kids out of school?,Education & Reference
what do you have to take to be a nurse?,Business & Finance
how do web programmers manipulate colors usings numbers and mathmatics?,Computers & Internet
should child molester face the death penalty?  or what kind of punishment they should recieve?,Business & Finance
"Why is it if a man sleeps with many women he's a stud, but if a woman sleeps with many men she's a tramp?",Business & Finance
what are the different biomolecules?,Science & Mathematics
"Who is tougher, Brett Favre or Lance Armstrong?",Sports
i have a brown spot left over from a large boil  which has only lightened slightly will it fade completely?,Health
Who is the first president?,Politics & Government
how does online savings bank work?,Business & Finance
What gives ocean water its color?,Science & Mathematics
I do not have a form to claim rebate for SamSung SGH-E335 REBATE form was lost about 10 Nov 2005?,Business & Finance
"Who wrote ""Its a Wonderful Life"" ?",Entertainment & Music
What is W.Virgina's federal tax rate on earned income for a non-resident?,Business & Finance
I'm looking for info about Marine Air Base Squadron 24 that served in Kaneohe Bay mcas 1969 thru 1971 Thanx,Politics & Government
Where to get all important codecs for media files?,Computers & Internet
Should a take a different job if my current boss will get mad?,Business & Finance
looking for Avas web. for Antivairos?,Computers & Internet
Why do bottles of wine not get crushed by the weight of the ocean when they rest miles below the surface?,Science & Mathematics
Is there any evidence of melatonin dependency?,Science & Mathematics
I make a Free Energy Machine. What should I do ?,Science & Mathematics
"how do I find out about household alleregies or allergens ie mold, etc.?",Health
What are some examples of grammatical language taboos?,Society & Culture
What web site can show me the past performance of each individual stock?,Business & Finance
The process of transcription is similar to the process of DNA?,Science & Mathematics
"Are there any apartments in Garland, TX near 1240 W. Avenue D Garland, TX 75040?",Business & Finance
Why are some people so nutty?,Health
Who won the WWE title in 1983?,Sports
what is the disadvantange of e-bussiness?,Business & Finance
Why do some women sleep w/ alot of guys and refuse to commit to any of them?,Family & Relationships
What is the longest time someone has ever played video-games straight?,Business & Finance
is there ghost?,Science & Mathematics
need to make a ca that will go with elastic band. science project. any help appreciated. cheap things from hom,Science & Mathematics
what was manifest destiny? Give five examples of the concept at work in pre-Civil War America.?,Business & Finance
is there any way to lose 15 in a week? without excercise?,Science & Mathematics
what is your opinion about Iran?,Business & Finance
How many wise men went to see the baby Jesus?  According to Bible scripture. Why do men say thre wise men?,Education & Reference
how do you create a cast for your arm?,Health
What would you like for Chritmas?,Business & Finance
Why do some people seem to have more electricity in their bodies than others?,Science & Mathematics
why is there no light in space?,Science & Mathematics
how i git a good DNS ?,Computers & Internet
Why do East Europeans hate America?,Society & Culture
Do I need to take a power adaptor to Hong Kong in order to plug in and use my mobile phone charger?,Business & Finance
how does ramjet engines differ from basic rocket engines ?,Science & Mathematics
Why is PILVLPWAY21337 so annoying with his idiotic quesions?,Business & Finance
"What is this ""war in iraq"" i keep hearing about?  Does it have anything to do with health care?",Politics & Government
"After logging out from internet surfing I get error message ""explorer performed illegal operation"" and hanhs",Computers & Internet
What do you think of cliches?,Business & Finance
it's too bad to choose be alone?,Society & Culture
How do you feel about death row inmates getting better medical treatment than you?,Business & Finance
how to grow pot indoors?,Business & Finance
whta is your wierdest sexsual fantasy?,Business & Finance
Do you think people who dont believe in God are evil?,Society & Culture
How do I contact the mayor of New Orleans to offer help with hurricane assistance?,Politics & Government
DO ANY OF YOU REMEMBER  BRIAN BOSWORTH EX SEATTLE SEAHAWK?,Sports
Who invented the alarm clock?,Business & Finance
What do you call a female deer?,Business & Finance
Do you think cloning is wrong or right?,Science & Mathematics
Pimples on genitals?,Health
I want to find a person working in Baghdad Iraq. What can I do?,Politics & Government
How much inches is 83 cm?,Science & Mathematics
"What is the biggest mystery on the hit series ""Lost""?",Business & Finance
How can I erase the history of what I have previously typed in the search box?,Computers & Internet
I have ADD. How do I buckle down and get some work done?,Health
define naturism?,Society & Culture
"""Friends Romans and Countrymen!lend me your ears.""What is the next sentence?",Education & Reference
"What makes us different from ""ANGELS""  ????",Business & Finance
what is the material that protects astronauts?,Science & Mathematics
How do you get ur frend to work harder?,Business & Finance
Can my illegal friend get citizenship in the U.S?,Politics & Government
"anyone got their beta yahoo mail invite, said they were on the way according to email i received today?",Computers & Internet
Will the colts go undefeated this season?,Sports
What is your favorite Baseball Team?,Sports
Tell the Address of Medi-Cal Services Center Tel:800-753-9924 at Santa Clara County CA Social Services Agency.,Business & Finance
what are the differences between stars and planets?,Science & Mathematics
why do humans most easily develop a conditioned aversion to alcohol if its taste is associated with a nausea?,Education & Reference
what is the website address of indian president mr ABDULKALAM?,Science & Mathematics
Women & Chin Hairs -- is it common?,Health
"how can I get 127.0.0.1 removed from my mail server? It goes there automatically when I boot my computer, and?",Computers & Internet
What would you do if another guy approaches your girlfriend ?,Family & Relationships
what are some good science projects for a 9th grade student?,Science & Mathematics
What is the capital of california?,Education & Reference
what is the price of a twitcher starter kit?,Business & Finance
Where does rubber come from?,Business & Finance
net assest of companies?,Business & Finance
How do you deal with recurring allergies?,Health
what is a war pig?,Business & Finance
hav u seen a woman carrying a guy?,Sports
how to be rich?,Business & Finance
"Why do people say ""I could care less""?  Shouldn't they say ""I COULDN'T care less""?",Business & Finance
Anyone born March 19th and do you know where i can get a birthday specfic horoscope?,Entertainment & Music
how can i get visa to usa?,Education & Reference
HOW CAN I PUT MY PICTURES ON WEB ?,Computers & Internet
i cannot forward email or attach pictures to my email?,Business & Finance
What is the biggest  webpage on the Internet (code wise) ?,Computers & Internet
why do people fall in love?,Science & Mathematics
what is the human body's longest tendon?,Health
How many people died in Iraq under Saddam's rule?,Politics & Government
what is the US government's annual IT spending?,Politics & Government
"How do you download something from bittorent, but not using any program like, JUST downloading it locally?",Computers & Internet
"Why is acid rain more of a problem in certain areas, such as New England, than in others?",Science & Mathematics
who is a founder of Yahoo?,Business & Finance
why does the earth rotate on a 35 degree angle and how does the moon effect the oceans?,Science & Mathematics
What do u think of Junior High Mean Girls... or High School Mean Girls?,Business & Finance
one more riddle???,Entertainment & Music
Does smoking marijuana allow you to think thoughts you couldn't normally think?,Health
how does a rss feed and rss reader work?,Computers & Internet
Why do twins feel they have to dress alike ?,Family & Relationships
how can you tell if a person has aids?,Health
Will Yahoo let me sinchronize my Yahoo Address with my Verizon cellphone numbers over the air?,Business & Finance
"How are athletes selected for the government program, ""People to People Sports Ambassadors""?",Business & Finance
How to claim on somebody who issues you a bounced cheque and ignore about the replacement of it?,Business & Finance
whats the hottest thing on the net at the moment?,Computers & Internet
Where is Daka?,Business & Finance
where can we purchase the 20th edition of Standards Methods for the Examination of water and Waste Water?,Education & Reference
"Can I sighn on to my computer at work from my computer at home? If yes, how? Tthanks?",Computers & Internet
Can anyone recommend a good book on tantric sex?,Family & Relationships
what happens when you get to level 2?,Business & Finance
Does everyone have a price?,Society & Culture
should i change the way i am?,Business & Finance
Why does time seem to pass faster as one gets older?,Science & Mathematics
What subject should i choose out of these four?,Science & Mathematics
What is the mathematical speed of Sun Light?,Science & Mathematics
link for free dwnload e-book of asp.net?,Computers & Internet
how soon can you got pregnant after you stop birthcontrol pills?,Health
Did Homedepot recieve my resume I sent 12/12/05 ?,Business & Finance
what is a dyalisis bag and how does it work?,Education & Reference
When will the christmas shoe movie be on tv?,Entertainment & Music
Which part of the human brain releases dopamine & what are its effects?,Science & Mathematics
HOW TO OPEN .JSP FILES?,Computers & Internet
Can you tell me a program that shuts down your compuer at a time that you set it for?,Computers & Internet
What is a good science fair project?,Science & Mathematics
what is best pair of pants a slim person should wear that would go with their figure best?,Health
I need some help on the basics of Rugby.?,Sports
Any isn't G.W. Bush being impeached?,Politics & Government
where do u get msn emotions like the ones that move????,Computers & Internet
Why is it...?,Business & Finance
whats the best approch to making money off a website?,Computers & Internet
how much do your friends influence your overall behavior?,Family & Relationships
"why is this guy ""waughnhill"" asking weird questions?",Business & Finance
What is the ONE COOL MATERIAL THING I need to buy right now?,Society & Culture
How can I become a saint?,Society & Culture
When was the revolutionary war?,Politics & Government
WHY SAURAV GANGULY NOT INCLUDED IN THE CRICKET TEAM OF INDIA?,Sports
"Do you think Yahoo Answers is ready to be removed Form Its ""BETA"" stage?",Computers & Internet
"HELP- title or musician of song with the main verse being, She's gone like the wind... Gone like yesterday",Entertainment & Music
What is light made up of?,Science & Mathematics
How many licks does it take to get to the center of a tootsie pop?,Business & Finance
What is a Roth 401(k)?,Business & Finance
sahara airfare from Delhi to Gauhati on 31.12.2005?,Computers & Internet
is there any single villege exist in USA.is it correct to divide USA->states->Cities->wht next?,Politics & Government
Is it possible for a 48 y/o man to have a healthy physical relationship after 2 heartattacks?,Health
% of persons who do not keep new years resolutions?,Business & Finance
what does eforce mean?,Education & Reference
"Bush wanted to bomb Al Jazeera, would you back him?",Politics & Government
What is the best cure for bloody diarrhea?,Business & Finance
is stepford a real place?,Entertainment & Music
Why do people HATE George W. Bush?,Politics & Government
What is web2.0?,Computers & Internet
"So, will the braves still succeed even though we lost the best pitching coach of all time?",Sports
"Will the Bronchos beat the Colts in the playoffs, if they meet?",Sports
Can u suggest me the names of the best freeware and sharware programs?,Computers & Internet
How is defference between notebook and laptop?,Computers & Internet
I wanna download bodabar songs but i cannot find it ??..i need ur supp?,Entertainment & Music
how has the state of israel born?,Politics & Government
Why are there guys that don't like going out with big girl?,Family & Relationships
in wich chemical i can dissolve pmma scrap to make the sheets again?,Science & Mathematics
how do you call the people that work in the casino withcards?,Entertainment & Music
Does yoga help you lose wieght?,Health
"in an 80's era battle of the bands, who would win between Berlin and Missing Persons?",Entertainment & Music
WHO IS GOING TO WATCH THE BALL DROP ON TV?,Business & Finance
how to find best bank cd interest rates?,Business & Finance
This is a classic Riddle by Riddler. Can you figure it out?,Entertainment & Music
What is the most played sport in the World?,Sports
What do you think about the US in general?,Society & Culture
what is india's GDP?,Business & Finance
What is the highest denomination US dollar bill currently in circulation?,Education & Reference
How to get a best deal on car insurance?,Business & Finance
what do i need to de to prove in court that i am a better parent than the mother.?,Business & Finance
Does most magic originate from the magi?,Society & Culture
WHAT DO ISLAMIC AND WESTERN REVOLUTIONARY TRADITIONS HAVE IN COMMON?,Politics & Government
I know someone that copies movies and i want to turn them in to autorities. How would I go about doing that?,Business & Finance
IS TRUCK DRIVING A GOOD CAREER TO GET INTO?,Business & Finance
How much income do you have to have to file a tax return?,Business & Finance
What is the average age of people asking & answering questions on this website?,Business & Finance
who can help me to find a good place for life?,Politics & Government
When the TIME is COME ....... do you considered your self as a CHOSEN ONE ??,Society & Culture
This is an Ayurvedic Healthcare Centre. Please find the website.?,Health
yahoo greetings e-cards?,Family & Relationships
can cops force blood test from you without some probable cause?,Business & Finance
How much effect does Jim Cramer's Mad Money have on stock price?,Business & Finance
Do you think Alsan In Narnia is a depiction Of Jesus?  After all he kills-with prejudice-which Jesus would not,Entertainment & Music
How come no answer area about legal questions ?,Politics & Government
port 80 redirect on yahoo domain names?,Computers & Internet
what was the most stupid television series of all time?,Entertainment & Music
how was plastic invented?,Science & Mathematics
where can I find a free download for photos? similar to adobe photoshop?,Business & Finance
What is the best potato cannon fuel?,Science & Mathematics
"How would you interpret a soldier being ""caught in the rift"" during the Eisenhower term?",Politics & Government
does anyone know ancient greek?,Society & Culture
What is the abstract concept of temporal paradoxes?,Business & Finance
HOW TO PICK UP GIRLS IN PUBS AND CLUBS?,Family & Relationships
Which Asian country has the potentials to be a superpower??,Politics & Government
Where can I get solution to my itching ear?,Health
What are some funny chants to yell during sporting events?,Sports
How do I sign in on yahoo messenger after downloading it?,Computers & Internet
"PS? What does it stand for, meaning & origin?",Society & Culture
what do you do when you have a crush on a substitute?,Family & Relationships
how old is the earth?,Science & Mathematics
"whom u like from this? a. MEL GIBSON , b.BRUCE WILLIS, c.AL PACINO?",Entertainment & Music
Why do we vomit?,Health
What is the name for a moon with a bright cloudy ring around it?,Science & Mathematics
Does anyone know of any charities that accept gently used stuffed animals?,Business & Finance
which photo film company produce environmental friendly service/product in the photo processing process?,Business & Finance
best friend?,Business & Finance
what would you be if you were an animal?,Society & Culture
"how will you pronounce cayenne, a porsche model/?",Education & Reference
can u get hepatitis c from kissing someone that has hep c?,Health
"Hai , please hepl me to do this essay'Go Back In Past'?",Education & Reference
are there any programs that truly allow you to view other webcams even if they deny permission?,Computers & Internet
What is your favorite scent on a women?,Business & Finance
Where is cheapest Photoshop CS2?,Computers & Internet
"Someone give me a brief summery on American History. lol also Electorial Colleges, and the different branches?",Politics & Government
who owns Brooznoll estate?,Business & Finance
Why is Nakid Industries better than Skin Industries?,Business & Finance
Is it difficult study in USA?,Education & Reference
What does OD mean in regards to Human Resources?,Business & Finance
what do you tip a barber?,Society & Culture
Who shot Kennedy?,Politics & Government
What actually heals a broken heart??,Family & Relationships
how to controll diabeties?,Health
I am trying to change my profile picture and it tells me that its not my identity what do i do?,Business & Finance
How many plants are there in our solar system?,Science & Mathematics
How many high schools are there in the US?,Education & Reference
How does some EM-waves come out of black holes when nothing can escape from it?,Science & Mathematics
have you ever super glued yourself how and where?,Business & Finance
What teams are going to make the NFL playoffs this year?,Sports
What is the difference between a colonoscopy and a sigmoidoscopy?,Health
whats the funniest thing u have ever seen?,Business & Finance
how many different languages are there in the world?,Education & Reference
How can I get a  Visa to enter saudi arabia as a non european person?,Politics & Government
Why are so few nonprofits using Web2.0 technology?,Society & Culture
what is the percentage of men who have visted prostitutes?,Society & Culture
does anyone know where i can find a nice guess checkbook holder?,Business & Finance
how can a single 19 year old lesbian meet other lesbians of all ages?,Family & Relationships
Hoow do i make my boyfriend know i love him more than anything?,Business & Finance
"In  the summer we think it's too hot, then in the winter we put the heat up to what it was in the summer.why?",Business & Finance
Color of eyes and hair are hereditary?,Business & Finance
what are the advantages of forests?,Education & Reference
Who are the two models on the Late Show with David Letterman?,Entertainment & Music
What is the capital of Michigan?,Science & Mathematics
When do the all the television networks have to convert to HDTV?,Entertainment & Music
What was your favorite Must-See comedy?,Entertainment & Music
Aerial fotos Sherbrooke?,Business & Finance
Does anyone know when all this trashy rap music will go out of style??,Entertainment & Music
why do we need education?,Education & Reference
What creature can sustain life the longest without eating?,Science & Mathematics
what street was the real world house on in austin texas?,Entertainment & Music
What is the best way to find out what type of jobs someone would be best at?,Business & Finance
HOW DO I GET RELEIF FROM MY ARTHRITUS PAIN IN MY HANDS?,Health
What is the avrage life of a man and a woman?,Health
what's the best accounting software for a small business?,Business & Finance
how to end corruption?,Politics & Government
where can i find a guy named josh who was on about 7 mins. ago?,Business & Finance
which is better super wal-mart or mijer?,Business & Finance
When do they announce the nominees for the Academy Awards (Oscars)?,Entertainment & Music
google earth for macintosh?,Computers & Internet
what is product placement?,Business & Finance
Can anybody tell me about Autism?,Health
did young Jesus really study astology?,Society & Culture
I got a message that download registry claner from www.winfix32.com install registry cleaner i have no idea?,Computers & Internet
Can you add one line to make 6 + 2 + 45 = 687?,Science & Mathematics
What is the best way to read my RSS feeds?,Computers & Internet
what is the universe for?,Science & Mathematics
What is your Country? how do you think about it ?,Politics & Government
IS THE HOWARD STER SHOW COMIG TO SIRIUS CANADA?,Entertainment & Music
what's with the bermuda triangle?,Business & Finance
psychiatric nurse vs general nurse?,Health
What is the best way to optimize traffic for a website?,Computers & Internet
i need a website for pyromaniacs?,Computers & Internet
is it true denzel and pauletta washington are getting a divorce?,Entertainment & Music
Who will be the 2006 NCAA Football Top 10 Teams?,Sports
Do you tip on the subtotal or the total of your tab?,Society & Culture
Why do ice storms knock out some people's power?,Science & Mathematics
i need to find a baby name with the meaning of prince or princess.?,Business & Finance
where can i download the operation guides about Meridian PBX system?,Computers & Internet
Wat does it mean dat 1 guy tell u we need to tok tom..With matching sad face!...:(???,Family & Relationships
where can i download music and pay it on my phone bill?,Computers & Internet
How long does it take most people to fall in love with someone?,Business & Finance
what receipts should i keep?,Business & Finance
What is Shay's Rebellion?,Education & Reference
Buddhist Center in northern Jersey?,Society & Culture
"Do you think it's fair leave your children's mother , because you want to be with some else?",Family & Relationships
how to create a wireless network between 2 desktop computers and  a tablet pc and a laptop?,Computers & Internet
"Why do those new Army fatigues have a kind of ""digital"" pixellation look?",Politics & Government
why can cold water come to a boil faster than hot water?,Science & Mathematics
Is golf a sport?,Sports
what is 5 plus 2?,Education & Reference
wat is 20000x345?,Education & Reference
When will the new MSN messnger come out?,Business & Finance
Scientology people are insane or are they just brainwashed.?,Society & Culture
who will win the superbowl?,Sports
How was God made?,Society & Culture
can any person tell me the email or web site of a chemical engineer?,Science & Mathematics
how do you retrieve message waiting from vonage phone?,Computers & Internet
Which format will win? HD-DVD or Blue-Ray?,Computers & Internet
How to treat erectile dysfunction and premature ejaculation due to Bipolar disorder and its medicines ?,Health
how can anything be waterproof?,Science & Mathematics
what are the differences between the processes of fission and fusion?,Science & Mathematics
What are the different types of lava?,Science & Mathematics
Do animals also have orgasms??,Science & Mathematics
whats the best way to get people to come to passion parties?,Health
Can women get gout?  What are the symptoms?,Health
Is the Miami Dolphins the only NFL team with an undefeated season?  Is it the only professional sport team?,Sports
Can I get a mature answer from adults not children about the basketball game?,Sports
where I can find online translation job for enlish to chinese or chinese to english ?,Computers & Internet
can pain happen if you receive a hit in the chest where the vagus nerve stimulator is?,Health
wht do u think about the name kanchana?,Business & Finance
Where can I download google earth? How much does a google earth full version cost  & where can i get that..?,Computers & Internet
Does everybody dream and why don't I ever remember my dreams?,Health
What's the worst Christmas song ever?,Entertainment & Music
How much do teachers get paid?,Education & Reference
Can I have an explanation of the time travel paradox?,Science & Mathematics
"What is the best format for sound reproduction, WAV, MP3, or MP3pro?",Entertainment & Music
what do i say to a friend who is about to die of cancer?,Business & Finance
what is the new name of the eskimos?,Society & Culture
the main difference between .net2.0 and .net1.1?,Computers & Internet
i don't want to use password be4 starting my pc.what should i do?,Computers & Internet
Does anyone know when is the application for admission deadline for the University of Missouri Columbia?,Education & Reference
where is france?,Education & Reference
can anyone tell me the arabic for the name abby?,Society & Culture
How do I change my Yahoo! signature?,Business & Finance
Non-US resident investing in mutual fund/index fund?,Business & Finance
"Why is there no catagory's for the NFL, MLB, ....etc?????",Sports
where can i go to get info on flowers thst makes medicines?,Business & Finance
if u do not know abaut islam...what would u do....1 syor u ..better study?,Education & Reference
What is Yahoo and Google?,Computers & Internet
What major city has the shortest tallest building?,Education & Reference
What are some good ideas for dates that won't necessarily break the bank?,Family & Relationships
which are better... sit ups or crunches?,Health
just heard on the news.....would u shoot someone over a gallon of milk?,Business & Finance
Who are the artists who sing the most popular versions of classic christmas songs?,Entertainment & Music
What is Charlie Brown's complaint about Christmas?,Education & Reference
what are the impacts of human activities on the carbon cycle?,Science & Mathematics
What is the exact total number of countries in the world.?,Politics & Government
What is the legal age for a minor to stop going on weekend vists with there divorced parents in texas?,Business & Finance
"which college is good for food production, as a chef?",Education & Reference
Are the Freemasons really bad people?,Society & Culture
tig welding process ?,Science & Mathematics
"do u know in which europe country live the most beautiful girls in the world, huh?",Business & Finance
"Poseidon, the 10th planet?",Science & Mathematics
how is energy packaged?,Science & Mathematics
what is your favorite line or scene from monty pyton's and the holy grail?,Entertainment & Music
"what is the difference between 2 sentences:i saw the thief steal the money,i saw the thief stealing the money?",Business & Finance
whats the square route of 32864974385423?,Science & Mathematics
how do i know if i'm psychic?,Science & Mathematics
in my yahoo mesenger?,Business & Finance
This maybe dumb....well..what is basically the difference between a chipset and a motherboard?,Computers & Internet
IS SEX GOOD FOR U?,Family & Relationships
Bad credit choices in past.?,Business & Finance
What is bioinformatics?,Science & Mathematics
I don't drink eight glasses of water every day. Is that bad?,Health
How long does it take your body to recover after gioving blood?,Science & Mathematics
What could be the case of a shared windows folder to stop responding?,Computers & Internet
"What teams will be in the NFL playoffs, and who will win each game?",Sports
"If My Name is Earl AND The Office are moving to Thursday Night, who's leaving?",Entertainment & Music
I want to better my english?,Education & Reference
